Order_ID,Customer_ID,Order_Date,Restaurant_ID,Restaurant_Name,Cuisine_Type,Order_Amount,Delivery_Fee,Total_Amount,Payment_Method,Discount_Amount,Order_Status,Delivery_Time,Customer_Rating,City,Restaurant_Rating,Number_of_Items,Order_Type
faddb207-f5d4-4e2a-b823-6615261b1de1,5937a7a7-94a6-43a9-bf16-e992cec2a681,2024-08-11 01:37:34,f1a97a4b-fa31-4ce8-bd32-eca901ae34bd,"Patel, Johnson and Cortez",Thai,274.07,37.46,311.53,UPI,51.62,Failed,75,2,Bangalore,4.2,10,Dine-in
8fd7cab6-12c2-4d3e-b263-4410da522a51,71171096-866f-46ba-90f4-31356109fbe6,2024-08-25 08:17:21,75ef5a4b-0992-4473-9daa-63cab60f0f48,Martin Inc,Japanese,858.17,49.82,907.99,UPI,16.26,Failed,47,2,Bangalore,3.2,9,Takeaway
34ee3dcf-008f-4cf5-9342-f2d0ef6ab912,599aba28-9c81-4aa4-a70e-baf73383c91a,2024-01-27 03:19:20,39d67cca-b21f-479a-a696-8ec66de105d9,Riggs-Mejia,Indian,223.16,30.26,253.42,Credit Card,59.5,Failed,28,1,Mumbai,4.7,3,Dine-in
54be255b-858b-4bef-a153-21f8766ba985,99dd96d7-6b18-42f0-92e6-f139bdea0c89,2024-07-24 10:27:34,747b83f3-a5f4-4212-a266-ecd497242961,"Fisher, Reed and Anderson",Chinese,817.59,21.89,839.48,Debit Card,33.6,Cancelled,59,2,Delhi,4.4,3,Dine-in
7a5d24d0-c031-4c85-9496-4eeb77889b8f,090c70b6-173d-4f40-bc4d-dfeaffb035a9,2024-06-16 11:25:10,4ae46957-7798-4970-8d68-57ad5033b08d,"Brown, Rollins and Estes",Japanese,568.53,45.92,614.45,Cash,64.34,Cancelled,15,3,Delhi,3.7,10,Delivery
f9d1a9f8-778b-4911-bb49-a9b58e8aa994,33ab1186-ddd3-4ea1-a190-f5507a491470,2023-10-16 08:58:26,c9e9428d-5d52-4267-93c5-c6b62be6253a,Richard-Orr,Mexican,477.94,11.08,489.02,Credit Card,58.41,Completed,45,2,Kolkata,2.9,1,Dine-in
2eae5c7b-f5f6-4e8a-8fa8-328b1d9b349d,b1b1916d-1671-4db0-97c2-42d02a2f2c9f,2024-06-23 09:09:25,9f1280a7-9d72-4d7a-85f7-486894c355e1,Rogers PLC,Japanese,132.93,21.23,154.16,Credit Card,30.8,Completed,17,4,Delhi,3.7,8,Delivery
c1c9766e-6a45-4d65-b6a8-135ef3ee256e,36ec378a-f71d-45b6-acf4-567d7a6ef59f,2024-07-04 06:08:59,871e199e-eb7d-49e1-acce-e4a0191b16ad,Smith Ltd,Mexican,647,16.12,663.12,UPI,4.16,Completed,25,1,Bangalore,2.8,7,Takeaway
620f4dc2-c8c6-4158-8d97-f641f410328e,bea5edf1-aab0-4d7b-80e4-a002d3d2b103,2024-06-12 04:00:57,9ab03af3-bde1-4e87-ac6f-c78d4fc1ab6d,Pruitt-Dominguez,Japanese,948.85,14.08,962.93,Debit Card,65.24,Completed,59,2,Delhi,3.3,4,Takeaway
d068aa65-8edd-4ae1-bfc4-a749dcd4ade3,0b652161-ac00-4f30-aee5-c9a796d8512b,2023-09-16 04:53:06,8bd0f27a-ffdb-4e96-bdac-5314d8fc4c5d,Cole LLC,Mexican,522.66,47.19,569.85,Debit Card,15.47,Completed,74,1,Hyderabad,3.1,6,Dine-in
18745627-7eb4-4869-b3d2-9b5ecb6dbd43,7b7ac913-959d-4e0b-8127-8df50994d900,2024-07-25 01:22:00,995f6eaa-a217-48a7-b046-5a84dc0539e0,Holmes Ltd,Chinese,960.81,34.39,995.2,UPI,15.93,Completed,70,5,Hyderabad,3.7,6,Delivery
610f4373-2720-433a-9bb2-e2df8cc0ae4a,80667419-f495-41ba-8616-574a40ed60b1,2024-08-13 20:00:57,c3751be3-4c1e-4145-adaf-30274300ae11,Campbell Ltd,Italian,974.51,47.65,1022.16,Debit Card,45.82,Failed,18,2,Delhi,3.8,7,Takeaway
706032b6-f1ae-46b8-9060-53bc93f64aa9,9dffc589-4ad6-45df-95cb-689785088da7,2024-06-07 14:48:25,a6e9c289-0ffc-4839-a296-0cc726c1fd88,Cobb LLC,Chinese,845.05,48.43,893.48,UPI,14.12,Cancelled,54,2,Hyderabad,4.5,1,Takeaway
d6a06f7d-c8a0-42eb-b78c-8a3a4b52f3e1,f6f5c3ac-9275-41ac-90b1-d2ec7e58c51c,2024-04-08 23:26:41,60352531-2749-49c8-8fc4-414d22156542,"Park, Edwards and Maldonado",Italian,377.22,32.46,409.68,UPI,61.64,Cancelled,82,5,Bangalore,4.1,1,Delivery
48f643a5-29ec-4308-80ad-9a46cb3e9a43,a11fd4e8-0b77-4281-b466-2204c554cc3d,2023-11-11 18:16:38,e9a6c5ae-c079-4b94-9aaf-6ddc701b2757,Buchanan-Griffith,Chinese,912.28,14.58,926.86,Debit Card,58.13,Completed,20,5,Hyderabad,4.6,1,Dine-in
fbed1f5e-7acf-4d22-b70f-48977f3670cc,9762042c-e30f-438d-9902-0d9480cdb6a6,2024-01-04 02:18:58,6675476b-9585-49d9-a729-597b21668dbd,"Phillips, Freeman and Fox",Mexican,691.95,38.08,730.03,Cash,82.23,Completed,41,2,Chennai,2.8,3,Takeaway
93de1d20-8872-48c5-9c1a-5c2d976e5256,6a5c5100-7d7a-457f-bb60-f029ae35d5d7,2024-07-03 04:36:02,ecbb850d-ecc3-46e8-b05b-d7e79d582c89,Lynn-Weiss,Mexican,405.35,28.44,433.79,Debit Card,58.62,Failed,28,5,Chennai,4.4,2,Dine-in
75f3c3c0-9a14-4244-b040-77f8ee3f757f,d48f2d35-12b4-414b-8958-99c17ed94354,2024-05-25 02:12:59,44b2efc0-628d-497f-9f04-0bec3a75d6e0,"Hicks, Jackson and Lozano",Italian,139.12,49.48,188.6,UPI,39.85,Cancelled,89,1,Mumbai,2.5,4,Takeaway
24d4e932-9ea9-4be6-b6ad-ba7628b75f5b,0f126f1a-c87f-4bc1-94dc-d7a5d2221590,2024-01-20 19:25:45,f2043293-aea2-4e5c-9bfc-91a7180d0d6e,Dillon-Gomez,Italian,816.92,35.38,852.3,Credit Card,22.74,Completed,71,2,Mumbai,2.7,4,Delivery
db116a5d-2e9a-4f9c-89c0-bd2001d074c8,e47fd25f-7076-46c2-b4a4-2696634a1341,2024-02-25 19:10:09,1249406a-e614-45d4-bd33-a7eed4b12b06,Ramirez Ltd,Thai,130.58,44.26,174.84,Credit Card,32.14,Completed,30,3,Chennai,4.2,9,Delivery
f48245ed-7af3-46d5-89b7-7b66257efa7e,235cb104-6c18-4390-8384-0f8266a7280d,2024-02-22 13:54:43,c184f832-f030-41c2-aa17-4ba18d5ec711,Lewis LLC,Italian,816.17,43.71,859.88,Cash,44.63,Failed,71,3,Kolkata,4.7,5,Dine-in
a00584df-b9f7-4b77-8803-eda0ec33b39a,da9e5292-5d4d-443e-b4b9-ab4eb933915f,2024-08-09 08:53:00,98492c96-04ec-474f-83e3-db4c6e5e9db4,"Thomas, White and Garner",Indian,118.22,33.38,151.6,Debit Card,73.35,Failed,89,5,Chennai,3.4,6,Dine-in
f7c62fa7-cf24-49da-b0db-0fc3fd259496,f7d58ac1-2a80-47e2-bf3a-acdf5163f420,2024-05-17 02:24:50,4381d6d2-43b7-4339-aee7-99e6d5995890,Best-Dixon,Chinese,539.58,16.02,555.6,Debit Card,68.97,Failed,61,2,Hyderabad,4.1,2,Dine-in
0d4bc330-9baf-4ec6-bcc9-18b8991631b5,0442a0bb-bb6e-4e0e-bccd-8b67181669e7,2024-05-16 15:38:23,b1a2906e-1e98-4328-aaa9-16c5287d7853,Gibson and Sons,Indian,260.85,25.58,286.43,Credit Card,59.61,Failed,34,2,Kolkata,4,10,Dine-in
8c993130-b017-492f-bd66-c3cef5ef0b35,838b8c50-a3ee-4b02-96d2-4180d2dfb065,2023-11-21 22:31:42,33a22fd4-13c3-49a1-8243-cdc287eb02fc,Stevenson-Rodriguez,Indian,286.34,11.24,297.58,UPI,24.3,Cancelled,40,2,Kolkata,3.5,6,Delivery
81b8da7c-82e5-4f8b-a84b-8dbfb7320c68,ef54cdae-c0b2-4108-b899-086385923ca0,2024-07-15 06:49:25,efab4af2-477a-4ff5-9db5-dffc13474a94,Cooper-Collins,Mexican,534.19,27.85,562.04,Debit Card,1.54,Cancelled,68,4,Delhi,4,8,Dine-in
de708727-a205-4afe-8e07-a5a32b5ac7d4,1fea4e35-0c8c-4f53-ad98-92e2d84d41c2,2024-04-09 14:47:45,cd648897-962c-41d0-9589-9177363780ba,"Wood, Reese and Perez",Thai,670.44,21,691.44,UPI,61.26,Failed,90,4,Mumbai,3.7,4,Delivery
b1d81f16-333a-4a46-b14e-63009aecc7fb,9a41c7a9-b639-41b4-a1e3-79dab4dd5208,2024-04-09 07:02:16,73360f53-ce36-4af3-8890-b88086167140,"Roman, Green and White",Italian,949.39,20.29,969.68,Debit Card,98.28,Cancelled,47,1,Delhi,4.8,3,Delivery
d7011936-729a-42ba-8c44-ec91e124d6d4,4f142a9d-62ef-40e9-8c39-450c6ca1c4ff,2024-06-19 23:53:17,d9352509-3ac8-4521-958f-5c7c28dd7d25,Meyer Ltd,Thai,296.59,42.87,339.46,Debit Card,84.3,Cancelled,43,1,Delhi,4.5,5,Takeaway
cbf6ebd9-38b4-4395-96ee-05e1aaf1eeb1,dc5d70a9-a8d4-4e1f-9fb9-cd975f666824,2024-02-20 01:25:14,c5d665a9-b991-4cff-b3ca-41bad6f9465d,Maynard-Martinez,Indian,447.12,28.72,475.84,UPI,14.21,Failed,28,3,Hyderabad,4.4,3,Dine-in
40461329-90cd-45e5-8662-bdec853efcf9,f3c99926-bbec-41e9-af72-bd17e83507d1,2024-03-26 16:16:43,63351727-6a48-46b0-87e0-b6d2837a4a81,Bruce-Vasquez,Japanese,937.51,18.53,956.04,UPI,16.31,Failed,73,1,Bangalore,3.4,2,Dine-in
40dae98b-cb9d-4c67-8e9e-9119951004c1,2e0758b4-c92d-4edf-8902-17fb140b1a77,2024-07-03 23:19:45,76876b79-1127-4b6b-92d7-4e99f4067fd1,Chang Group,Chinese,573.19,43.17,616.36,Debit Card,49.93,Failed,85,5,Mumbai,3.8,4,Delivery
